NO,TICKET,WEEK,SEVERITY,State,SITE,SOURCE,INCIDENT START,INCIDENT END,SERVICE-IMPACT START,SERVICE-IMPACT END,SERVICE DOWNTIME,ONSITE,DESCRIPTION,ROOT CAUSE,REMARKS,REVISED BY
92,206758,1,1,Pahang,PMP::V022::dmcm20345av & dmcm20345bv,Monitoring,05/10/2020 0:44:11,05/10/2020 0:47:11,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Root Cause: WAN Wireless - Flapping, BV - signal weak (suspected due to outlet closed)
Solution: Link up via Self- Restored",Nathasha
93,207009,1,1,Johor,PMP::J012::dmcm20219av & dmcm20219bv,Monitoring,05/10/2020 20:55:48,05/10/2020 20:58:49,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"AV wireless flapping & self restored. 
Remarks: AV Wired currently down (single-leg failure #201202) and BV router vlan5 connection monitored down (#204724) while AV wireless flapping lead site total down.",Nathasha
94,207001,1,1,Johor,PMP::J012::dmcm20219av & dmcm20219bv,Monitoring,05/10/2020 20:34:49,05/10/2020 20:44:49,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"AV wireless flapping & self restored. 
Remarks: AV Wired currently down (single-leg failure #201202) and BV router vlan5 connection monitored down (#204724) while AV wireless flapping lead site total down.",Nathasha
95,206820,1,1,Perak,PMP::A005::dmcm20247av & dmcm20247bv,Monitoring,05/10/2020 11:08:02,05/10/2020 11:10:02,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Nathasha
96,206918,1,1,Perak,PMP::A030::dmcm20267av & dmcm20267bv,Monitoring,05/10/2020 16:02:40,05/10/2020 16:12:39,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Nathasha
97,207055,2,1,Pahang,PMP::W045::dmcm20139av & dmcm20139bv,Monitoring,05/11/2020 9:28:00,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Wany
98,207021,2,1,Penang,PMP::P017::dmcm20046av & dmcm20046bv,Monitoring,05/11/2020 0:43:21,05/14/2020 15:50:21,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
99,207030,2,3,Perak,PMP::A035::dmcm20272av,Monitoring,05/10/2020 5:22:00,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue: AV Wired monitored down
Update:  Site temporary closed between 18th march - 9th June 2020.",Wany
100,207167,2,1,Perak,PMP::A036::dmcm20273av & dmcm20273bv,Monitoring,05/11/2020 18:09:15,05/11/2020 19:44:14,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
101,207163,2,1,Johor,PMP::J007::dmcm20215av & dmcm20215bv,Monitoring,05/11/2020 17:57:06,05/18/2020 10:01:08,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
102,207348,2,3,Melaka,PMP::M047::dmcm20339av,Monitoring,05/12/2020 18:39:27,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue: AV Wired monitored down
Update:  Site temporary closed between 18th march - 9th June 2020.",Wany
103,207325,2,1,Perak,PMP::A010::dmcm20251av & dmcm20251bv,Monitoring,05/12/2020 17:32:17,05/12/2020 17:36:17,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
104,207316,2,1,Perak,PMP::A022::dmcm20259av & dmcm20259bv,Monitoring,05/12/2020 16:56:39,05/13/2020 9:50:39,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
105,207355,2,1,Perak,PMP::A030::dmcm20267av & dmcm20267bv,Monitoring,05/12/2020 19:12:40,05/12/2020 19:19:40,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
106,207315,2,1,Perak,PMP::A050::dmcm20285av & dmcm20285bv,Monitoring,05/12/2020 16:55:13,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Wany
107,207244,2,1,Perak,PMP::A050::dmcm20285av & dmcm20285bv,Monitoring,05/12/2020 8:49:13,05/12/2020 8:51:13,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
108,207227,2,1,N.Sembilan,PMP::N017::dmcm20342av & dmcm20342bv,Monitoring,05/12/2020 7:26:31,05/12/2020 9:11:31,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
109,207209,2,1,Pahang,PMP::V022::dmcm20345av & dmcm20345bv,Monitoring,05/12/2020 4:32:11,05/13/2020 11:08:11,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
110,207476,2,3,KL,PMP::W061::dmcm20152av,Monitoring,05/13/2020 13:35:29,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue: AV wired Down
Update: Telco done reset port, follow up with PMP Support to reboot TM modem onsite once premise open",Farhan
111,207525,2,1,Melaka,PMP::M056::dmcm20332av & dmcm20332bv,Monitoring,05/13/2020 17:58:39,05/13/2020 19:22:39,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
112,207697,2,1,Perak,PMP::A004::dmcm20246av & dmcm20246bv,Monitoring,05/14/2020 18:29:25,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Farhan
113,207646,2,3,Perak,PMP::A044::dmcm20279av,Monitoring,05/12/2020 5:16:20,05/26/2020 10:44:00,,,0 days 0 hrs 0 mins ,,AV Wired Down,NTS::WAN Wired - Session Hang,Link restored after telco refresh session and reset port.,Farhan
114,207649,2,1,Kedah,PMP::K010::dmcm20082av & dmcm20082bv,Monitoring,05/14/2020 13:36:43,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Farhan
115,207688,2,1,KL,PMP::V009::dmcm20192av & dmcm20192bv,Monitoring,05/14/2020 17:44:59,05/18/2020 14:53:00,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
116,207687,2,1,Perak,PMP::A010::dmcm20251av & dmcm20251bv,Monitoring,05/14/2020 17:41:17,05/14/2020 17:45:17,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
117,207707,2,1,Perak,PMP::A010::dmcm20251av & dmcm20251bv,Monitoring,05/14/2020 20:34:17,05/14/2020 20:45:17,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
118,207690,2,3,Perak,PMP::A010::dmcm20251av,Monitoring,05/14/2020 17:51:00,05/14/2020 20:46:00,,,0 days 0 hrs 0 mins ,,AV Router Down,NTS::WAN Wireless - Flapping,"Issue: AV router down
Update: AV wireless flapping previously and AV wired Down (Ticket No: 196627) lead AV router down.
Remark: AV wired down and AV wireless flapping issue resolved after power resume (AV router involved power trip recently & restored).",Farhan
119,207643,2,1,Perak,PMP::A044::dmcm20279av & dmcm20279bv,Monitoring,05/14/2020 13:13:27,05/14/2020 13:15:27,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Issue: AV wireless flapping
Update: AV wireless flapping, AV wired down (ticket No: 207646) and BV router not take over due to short period of downtime (2 mins). Lead site total down.
Solution: AV wireless up via self restored.",Farhan
120,207655,2,1,Johor,PMP::J012::dmcm20219av & dmcm20219bv,Monitoring,05/14/2020 14:19:49,05/14/2020 14:20:49,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Issue: AV wireless flapping
Update: AV wireless flapping, AV wired down (ticket No: 201202) and BV router not take over due to short period of downtime (1 min). Lead site total down.
Solution: AV wireless up via self restored.",Farhan
121,207958,2,1,Perak,PMP::A035::dmcm20272av & dmcm20272bv,Monitoring,05/15/2020 20:28:16,05/25/2020 11:05:17,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
122,207815,2,3,Selangor,PMP::B037::dmcm20098bv,Monitoring,05/15/2020 12:16:00,05/15/2020 14:43:00,,,0 days 0 hrs 0 mins ,,BV Cellular Down (Maxis),NTS::WAN Wireless - Flapping,BV router monitored up by self restored.,Wany
123,207752,2,1,Selangor,PMP::V014::dmcm20197av & dmcm20197bv,Monitoring,05/15/2020 7:17:03,05/15/2020 15:17:03,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
124,207918,2,2,Pahang,PMP::W041::dmcm20136bv,Monitoring,05/15/2020 17:51:51,05/17/2020 14:01:51,,,0 days 0 hrs 0 mins ,,BV Cellular Down (Maxis),NTS::WAN Wireless - High Latency,"Issue : Site was facing intermittent connection due to up only on single BV router. 
Update : Please refer AV router ticket no #206848. Before AV down, site was involved with power outages, upon power restored AV still monitored down (#206834)
Solutions : BV link up after telco reset cellular network.",Wany
125,207739,2,1,Selangor,PMP::V014::dmcm20197av & dmcm20197bv,Monitoring,05/15/2020 4:29:03,5/15/2020 6:45:03,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
126,207770,2,1,Perak,PMP::A013::dmcm20254av & dmcm2025bv,Monitoring,05/15/2020 9:23:19,05/15/2020 9:26:19,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
127,207959,2,1,Perak,PMP::A022::dmcm20259av & dmcm20259bv,Monitoring,05/15/2020 20:28:39,05/18/2020 8:09:39,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage, Link is up once power is restored ,Wany
128,208130,2,1,Perak,PMP::A017::dmcm20256av & dmcm20256bv,Monitoring,05/16/2020 18:12:00,05/17/2020 9:19:00,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
129,207983,2,3,KL,PMP::W094::dmcm20011bv,Monitoring,05/16/2020 4:19:00,05/16/2020 5:34:00,,,0 days 0 hrs 0 mins ,,BV Cellular Down (Celcom),NTS::WAN Wireless - Flapping,BV link is up once performed remotely power cycle BV router through AV router.,Wany
130,208158,2,1,Johor,PMP::J037::dmcm20238av & dmcm20238bv,Monitoring,05/16/2020 19:27:25,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Wany
131,207968,2,1,Kedah,PMP::K009::dmcm20081av & dmcm20081bv,Monitoring,05/16/2020 0:35:47,05/17/2020 14:34:47,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
132,208171,2,1,KL,PMP::W092::dmcm20053av & dmcm20053bv,Monitoring,05/16/2020 20:06:03,05/17/2020 14:42:03,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
133,208176,2,1,KL,PMP::KL01::dmcm30001av & dmcm30001bv,Monitoring,05/16/2020 20:23:49,05/17/2020 10:45:49,,,0 days 0 hrs 0 mins ,,Site Total Down (Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
134,208177,2,1,Selangor,PMP::W085::dmcm20176av & dmcm20176bv,Monitoring,05/16/2020 20:28:06,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Wany
135,208057,2,3,Selangor,PMP::B023::dmcm20055av,Monitoring,05/16/2020 12:27:00,05/16/2020 17:33:00,,,0 days 0 hrs 0 mins ,,AV Wired Down,NTS::WAN Wired - Session Hang,Primary link up once telco reset port and session.,Wany
136,208190,2,3,KL,PMP::W094::dmcm20011bv,Monitoring,05/16/2020 22:48:00,05/16/2020 23:46:00,,,0 days 0 hrs 0 mins ,,BV Cellular Down (Celcom),NTS::WAN Wireless - Flapping,BV link monitored up once performed reset cellular interface.,Wany
137,208138,2,1,Perak,PMP::A042::dmcm20277av & dmcm20277bv,Monitoring,05/16/2020 18:29:11,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Wany
138,207993,2,1,Kedah,PMP::K004::dmcm20048av & dmcm20048bv,Monitoring,05/16/2020 5:43:49,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Wany
139,208464,2,1,KL,PMP::V015::dmcm20198av & dmcm20198bv,Monitoring,05/17/2020 15:14:45,05/19/2020 12:45:46,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
140,208371,2,3,KL,PMP::KL01::dmcm30001av,Monitoring,05/17/2020 10:45:00,05/17/2020 14:26:50,,,0 days 0 hrs 0 mins ,,AV Wired Down,NTS::WAN Wired - Telco Outage,"Issue: AV wired Down and restored
Update: PMP informed the TM cable outside premise is by rotten. PMP Tech has rebooted TM modem and the link has restored. 
Solutions : Link monitored up once TM Cable Team resolved the issue by replaced the fiber cable inside TM cabinet???.",Wany
141,208236,2,1,Selangor,PMP::B040::dmcm20102av & dmcm20102bv,Monitoring,05/17/2020 4:22:07,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Wany
142,208551,2,3,KL,PMP::W092::dmcm20053av,Monitoring,05/16/2020 20:06:03,,,,0 days 0 hrs 0 mins ,,AV Router Down,<Open Ticket>,"Issue: AV Router down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Wany
143,208501,2,1,Selangor,PMP::V014::dmcm20197av & dmcm20197bv,Monitoring,05/17/2020 16:35:03,05/17/2020 16:36:03,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Site was using dual 3G connection and monitored total down for 1 min. Site resolved by self restored, BV router unable to triggered due to short downtime of AV.",Wany
144,208372,2,3,Selangor,PMP::W077::dmcm20168av,Monitoring,5/17/202007:24:00,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue: AV wired Down
Update: Telco done reset port, follow up with PMP Support to reboot TM modem onsite once premise open",Wany
145,208367,2,1,KL,PMP::KL01::dmcm30001av & dmcm30001bv,Monitoring,05/17/2020 12:24:50,05/17/2020 12:24:50,,,0 days 0 hrs 0 mins ,,Site Total Down (Operation Hours),Customer::Power Off,"As per update by Dinish, this outlet are open. PMP Tech rebooted all devices. Link up once PMP Tech power on all the equipment.",Wany
146,208311,2,2,Selangor,PMP::V005::dmcm20189av,Monitoring,05/17/2020 10:14:23,05/27/2020 6:30:00,,,0 days 0 hrs 0 mins ,,High Latency / Slow Ticket Transaction,NTS::WAN Wired - Intermittent,Link is monitored up and stable after TM reset port and refresh session,Wany
147,208504,2,1,Perak,PMP::A037::dmcm20039av & dmcm20039bv,Monitoring,05/17/2020 16:36:34,05/17/2020 16:41:33,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
148,208204,2,1,Perak,PMP::A025::dmcm20262av & dmcm2026bv,Monitoring,05/17/2020 0:42:51,05/17/2020 0:46:51,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
149,208596,3,1,Perak,PMP::A005::dmcm20247av & dmcm20247bv,Monitoring,05/18/2020 0:24:03,05/18/2020 2:19:03,,,0 days 0 hrs 0 mins ,,Site Total Down (Operation Hours),<Open Ticket>,"Issue: Site total down previously and been restored.
Update: Telco check been done for connection AV wired, AV wireless & BV wireless. Quota both AV/BV wireless still available. Site currently running on AV wired link. Ticket still open to investigate Telco Celcom side and pending root cause from tier 2 team. Will revert any finding accordingly.",Farhan
150,208601,3,1,Johor,PMP::J002::dmcm20210av & dmcm20210bv,Monitoring,05/18/2020 0:58:58,05/20/2020 10:40:58,,,0 days 0 hrs 0 mins ,,Site Total Down (Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
151,208630,3,3,Johor,PMP::J043::dmcm20243av,Monitoring,05/18/2020 1:12:00,05/30/2020 21:03:00,,,0 days 0 hrs 0 mins ,,AV Cellular Down (Celcom),NTS::WAN Wireless - Telco Outage,Link is up once Telco rectified the issue and router power resumed after power outage (#210758).,Farhan
152,208877,3,1,KL,PMP::W067::dmcm20158av & dmcm20158bv,Monitoring,05/18/2020 20:46:00,05/18/2020 23:07:00,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
153,208894,3,1,KL,PMP::W074::dmcm20165av & dmcm20165bv,Monitoring,05/18/2020 22:38:47,05/10/2020 13:14:48,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
154,208604,3,1,Johor,PMP::J043::dmcm20243av & dmcm20243bv,Monitoring,05/18/2020 1:14:41,05/18/2020 2:20:42,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
155,208616,3,3,Perak,PMP::A043::dmcm20278av,Monitoring,05/18/2020 1:59:00,05/18/2020 2:04:00,,,0 days 0 hrs 0 mins ,,AV Wired Down,NTS::WAN Wired - Session Hang,Link up once Tier 2 Team refresh interface GEWAN 0 and bounce Tunnel 5 & 6 for AV router.,Farhan
156,208597,3,3,Perak,PMP::A043::dmcm20278av,Monitoring,05/18/2020 0:35:00,05/18/2020 1:47:00,,,0 days 0 hrs 0 mins ,,AV Router Down,NTS::WAN Wireless - Flapping,"Issue: AV router down & restored.
Update: AV router down due to site running on AV wireless and its flapping, AV wired having an issue (Ticket: 208616). AV wireless up via self restored.",Farhan
157,208615,3,1,Perak,PMP::A043::dmcm20278av & dmcm20278bv,Monitoring,05/18/2020 2:13:05,05/18/2020 2:20:05,05/18/2020 2:13:05,05/18/2020 2:20:05,0 days 0 hrs 7 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Issue: Site total down previously and restored.
Update: AV wired having issue (Ticket: 208616), AV wireless flapping and BV wireless also flapping, lead site total down. AV wireless link up via self restored.",Farhan
158,208639,3,1,Johor,PMP::J012::dmcm20219av & dmcm20219bv,Monitoring,05/18/2020 5:36:50,05/18/2020 5:39:50,05/18/2020 5:36:50,05/18/2020 5:39:50,0 days 0 hrs 3 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Issue: Site total down previously and restored.
Update: AV wired having issue (Ticket: 201202), AV wireless flapping, BV router also flapping lead site total down. AV wireless link Up via self restored. ",Farhan
159,208626,3,3,KL,PMP::W094::dmcm20011bv,Monitoring,05/18/2020 4:08:00,05/18/2020 6:08:00,,,0 days 0 hrs 0 mins ,,BV Router Down,NTS::WAN Wireless - Flapping,Link is up after Telco Celcom reset cellular network for BV router.,Farhan
160,209119,3,3,Selangor,PMP::B011::dmcm20204av,Monitoring,05/19/2020 12:40:31,5/26/2020 0:29,,,0 days 0 hrs 0 mins ,,AV Wired Down,NTS::WAN Wired - Session Hang,Link is up and stable after TM reset port and refresh session,Farhan
161,209112,3,3,Selangor,PMP::B020::dmcm20056av,Monitoring,05/19/2020 12:31:32,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue: AV wired Down
Update: Telco done reset port, follow up with PMP Support to reboot TM modem onsite once premise open",Farhan
162,209032,3,2,Johor,PMP::J007::dmcm20215av,Monitoring,05/19/2020 9:51:07,,,,0 days 0 hrs 0 mins ,,High Latency / Slow Ticket Transaction,<Open Ticket>,"Issue: AV wireless intermittent
Update: Tier 2 team already bounce tunnel for AV Wireless. Upon checking with Telco Maxis, no abnormalities found and Telco done reset the SIM network. Site currently up and running via AV Wireless link. Ticket still open to monitor the link stability.",Farhan
163,209008,3,2,Penang,PMP::P019::dmcm20304av,Monitoring,05/19/2020 9:31:25,,,,0 days 0 hrs 0 mins ,,High Latency / Slow Ticket Transaction,<Open Ticket>,"Issue: AV wireless intermittent
Update: Tier 2 team already bounce tunnel for AV Wireless. Pending Telco Maxis to reset sim network. Will followup accordingly.",Farhan
164,209150,3,3,KL,PMP::V008::dmcm20015av,Monitoring,05/19/2020 13:57:21,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue: AV wired Down
Update: Telco done reset port, follow up with PMP Support to reboot TM modem onsite once premise open",Farhan
165,209116,3,2,KL,PMP::W052::dmcm20145av,Monitoring,05/19/2020 12:35:24,,,,0 days 0 hrs 0 mins ,,High Latency / Slow Ticket Transaction,<Open Ticket>,"Issue: AV wireless intermittent
Update: Tier 2 team already bounce tunnel for AV Wireless. Pending Telco Maxis to reset sim network. Will followup accordingly.",Farhan
166,209279,3,1,Perak,PMP::A010::dmcm20251av & dmcm20251bv,Monitoring,05/19/2020 19:03:18,05/19/2020 19:07:17,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
167,209180,3,1,Perak,PMP::A025::dmcm20262av & dmcm2026bv,Monitoring,05/19/2020 15:32:52,05/19/2020 15:34:51,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
168,209210,3,1,Selangor,PMP::V014::dmcm20197av & dmcm20197bv,Monitoring,05/19/2020 17:08:04,05/19/2020 17:13:03,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
169,209140,3,1,KL,PMP::V015::dmcm20198av & dmcm20198bv,Monitoring,05/19/2020 13:39:46,05/19/2020 14:11:45,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
170,209529,3,1,Selangor,PMP::W039::dmcm20134av & dmcm20134bv,Monitoring,05/20/2020 20:54:44,05/27/2020 9:51:45,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
171,209460,3,1,Perak,PMP::A028::dmcm20265av & dmcm20265bv,Monitoring,05/20/2020 17:22:02,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Wany
172,209362,3,3,Perak,PMP::A043::dmcm20278bv,Monitoring,05/20/2020 8:36:00,05/21/2020 4:08:00,,,0 days 0 hrs 0 mins ,,BV Cellular Down (Maxis),Customer::Power Outage,Link is up once power resumed.,Wany
173,209354,3,3,Johor,PMP::J024::dmcm20228bv,Monitoring,05/20/2020 7:14:00,05/20/2020 9:54:00,,,0 days 0 hrs 0 mins ,,BV Cellular Down (Digi),NTS::WAN Wireless - Flapping,BV router up once telco reset cellular network from their end,Wany
174,209358,3,1,Perak,PMP::A043::dmcm20278av & dmcm20278bv,Monitoring,05/20/2020 8:26:06,05/20/2020 8:27:05,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
175,209484,3,1,KL,PMP::V009::dmcm20192av & dmcm20192bv,Monitoring,05/20/2020 18:08:00,05/27/2020 7:57:01,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
176,209456,3,1,Perak,PMP::A022::dmcm20259av & dmcm20259bv,Monitoring,05/20/2020 17:09:40,05/21/2020 7:35:40,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
177,209537,3,1,Kedah,PMP::K002::dmcm20079av & dmcm20079bv,Monitoring,05/20/2020 21:28:46,05/22/2020 9:57:46,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
178,209449,3,1,Perak,PMP::A046::dmcm20281av & dmcm20281bv,Monitoring,05/20/2020 16:54:48,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Wany
