NO,TICKET,WEEK,SEVERITY,State,SITE,SOURCE,INCIDENT START,INCIDENT END,SERVICE-IMPACT START,SERVICE-IMPACT END,SERVICE DOWNTIME,ONSITE,DESCRIPTION,ROOT CAUSE,REMARKS,REVISED BY
179,209658,3,3,KL,PMP::W050::dmcm20052bv,Monitoring,05/21/2020 19:12:00,05/22/2020 9:10:00,,,0 days 0 hrs 0 mins ,,BV Cellular Down (Maxis),NTS::WAN Wireless - Flapping,BV Wireless - Flapping. Link is up via self restored,Wany
180,209650,3,1,Perak,PMP::A010::dmcm20251av & dmcm20251bv,Monitoring,05/21/2020 17:28:18,05/21/2020 17:32:17,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
181,209556,3,1,Perak,PMP::A031::dmcm20268av & dmcm20268bv,Monitoring,05/21/2020 1:55:50,05/21/2020 1:58:50,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
182,209569,3,1,Perak,PMP::A043::dmcm20278av & dmcm20278bv,Monitoring,05/21/2020 4:01:05,05/21/2020 4:03:05,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
183,209589,3,1,Perak,PMP::A047::dmcm20282av & dmcm20282bv,Monitoring,05/21/2020 10:00:43,05/21/2020 11:20:42,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
184,209654,3,1,Johor,PMP::J041::dmcm20241av & dmcm20241bv,Monitoring,05/21/2020 18:53:38,05/29/2020 12:11:39,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
185,209639,3,1,Melaka,PMP::M046::dmcm20338av & dmcm20338bv,Monitoring,05/21/2020 16:39:25,05/22/2020 16:30:26,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Wany
186,209657,3,1,Pahang,PMP::W041::dmcm20136av & dmcm20136bv,Monitoring,05/21/2020 19:03:52,05/22/2020 9:15:52,,,0 days 0 hrs 0 mins ,,BV Cellular Down (Maxis),Customer::Power Outage,Link is up once power resumed.,Wany
187,209633,3,1,KL,PMP::W092::dmcm20053av & dmcm20053bv,Monitoring,05/21/2020 15:32:04,05/21/2020 15:33:04,,,0 days 0 hrs 0 mins ,,BV Cellular Down (Digi),NTS::WAN Wireless - Flapping,Site was up using BV router only as AV router also down #208551 (DSL link #208551) lead site total down. Link is up by self restored once BV router signal stable.,Wany
188,209644,3,1,KL,PMP::W092::dmcm20053av & dmcm20053bv,Monitoring,05/21/2020 17:01:04,05/23/2020 7:05:04,,,0 days 0 hrs 0 mins ,,BV Cellular Down (Digi),NTS::WAN Wireless - Telco Outage,"Root cause: WAN Wireless - Telco Outage
Solution: Link up once Telco rectified issue (Digi Field team had reset RRU)
Remark : AV router down #208551",Wany
189,209741,3,3,KL,PMP::W059::dmcm20008av,Monitoring,05/22/2020 8:12:28,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue: AV wired down
Remark: Follow up to reboot TM Modem once premise open.",Farhan
190,209766,3,3,Perak,PMP::A055::dmcm20290av,Monitoring,05/22/2020 9:36:44,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue: AV wired down
Remark: Follow up to reboot TM Modem once premise open.",Farhan
191,209775,3,3,KL,PMP::KL01::dmcm30001bv,Monitoring,05/22/2020 9:58:00,05/22/2020 21:51:00,,,0 days 0 hrs 0 mins ,,BV Router Down,NTS::WAN Wireless - Flapping,Link is up once next tier team reset cellular interface followed by Telco reset sim network,Farhan
192,209909,3,1,Perak,PMP::A022::dmcm20259av & dmcm20259bv,Monitoring,05/22/2020 16:15:40,05/23/2020 7:25:40,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
193,209981,3,1,Penang,PMP::P013::dmcm20299av & dmcm20299bv,Monitoring,05/22/2020 18:29:16,05/28/2020 10:11:17,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
194,210005,3,3,,PMP::Maxis Plan Maintenance | 04/06/2020,Monitoring,05/22/2020 20:57:00,,,,0 days 0 hrs 0 mins ,,,<Open Ticket>,"Issue: TNS Maxis Plan Maintenance - PMP (Estimated duration: 4th June 2020 @ 01:00 to 05:00)
Update: Be aware on this planned maintenance activity. Follow up with telco once activity completed.",Farhan
195,210056,3,3,KL,PMP::W073::dmcm20164av,Monitoring,05/23/2020 7:00:46,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue: AV wired down
Remark: Follow up to reboot TM Modem once premise open.",Farhan
196,210067,3,3,Selangor,PMP::B023::dmcm20055av,Monitoring,05/22/2020 11:14:00,05/23/2020 10:16:00,,,0 days 0 hrs 0 mins ,,AV Wired Down,NTS::WAN Wired - Session Hang,Link up once Telco reset port and Tier Team bounce Tunnel 5&6 for primary link,Farhan
197,210123,3,3,Kedah,PMP::K013::dmcm20327bv,Monitoring,05/22/2020 15:58:00,05/22/2020 18:49:00,,,0 days 0 hrs 0 mins ,,BV Router Down,NTS::WAN Wireless - Flapping,Link up once Telco reset sim and Tier Team reboot router remotely then resetting the AV router Cellular modem,Farhan
198,210187,3,1,KL,PMP::W092::dmcm20053av & dmcm20053bv,Monitoring,05/23/2020 21:57:04,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: BV Router down/intermittent
Update: AV router down (#208551) for this site, site currently running on BV router. Suspected BV router flapping/intermittent causing site total down.",Farhan
199,210287,3,3,Johor,PMP::J042::dmcm20242av,Monitoring,05/24/2020 10:34:40,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue: AV wired down
Remark: Follow up to reboot TM Modem once premise open.",Farhan
200,210309,3,3,KL,PMP::W063::dmcm20154av,Monitoring,05/24/2020 12:39:34,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue: AV wired down
Remark: Follow up to reboot TM Modem once premise open.",Farhan
201,210353,3,1,Perak,PMP::A010::dmcm20251av & dmcm20251bv,Monitoring,05/24/2020 15:30:00,05/24/2020 16:08:00,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
202,210365,3,2,Perak,PMP::A006::dmcm20248av ,Monitoring,05/24/2020 17:14:12,,,,0 days 0 hrs 0 mins ,,High Latency / Slow Ticket Transaction,<Open Ticket>,"Issue: AV wireless intermittent
Update: Telco check been done, there is no issue with quota/outage. Telco done reset sim network AV wireless and currenty site monitored stable.
Remark: Ticket open to monitor link stability. Ticket is wrongly merged into new ticket #210785",Farhan
203,210429,3,1,Pahang,PMP::W041::dmcm20136av & dmcm20136bv,Monitoring,05/24/2020 22:21:52,05/24/2020 23:18:52,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Farhan
204,210481,4,1,Perak,PMP::A006::dmcm20248av & dmcm20248bv,Monitoring,05/25/2020 9:13:13,05/25/2020 9:15:12,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Issue : Site total down and restored
Link is up once telco reset cellular network",Shalini
205,210544,4,1,Johor,PMP::J007::dmcm20215av & dmcm20215bv,Monitoring,05/25/2020 18:23:08,05/28/2020 12:24:09,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Shalini
206,210564,4,1,KL,PMP::W074::dmcm20165av & dmcm20165bv,Monitoring,05/25/2020 23:03:48,05/27/2020 10:09:48,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Shalini
207,210567,4,1,KL,PMP::W011::dmcm20001av & dmcm20001bv,Monitoring,05/25/2020 23:18:41,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Shalini
208,210494,4,3,Johor,PMP::J040::dmcm20025av,Monitoring,05/25/2020 10:20:36,05/25/2020 10:22:36,,,0 days 0 hrs 0 mins ,,AV Wired Down,NTS::WAN Wired - Session Hang,"Issue : Switch intermittent alert and restored.
Update: AV Wired link session hang. Issue resolved via self restored.",Shalini
209,210785,4,2,Perak,PMP::A006::dmcm20248av,Monitoring,05/24/2020 17:14:12,,,,0 days 0 hrs 0 mins ,,High Latency / Slow Ticket Transaction,<Open Ticket>,"Issue: AV wireless intermittent
Update: Telco check been done, there is no issue with quota/outage. Telco done reset sim network AV wireless and currenty site monitored stable.
Remark: Ticket open to monitor link stability. Old ticket has been merged into this ticket. Original ticket #210365",Shalini
210,210758,4,1,Johor,PMP::J043::dmcm20243av & dmcm20243bv,Monitoring,05/26/2020 16:04:42,05/30/2020 21:01:43,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Shalini
211,210738,4,1,Kedah,PMP::K009::dmcm20081av & dmcm20081bv,Monitoring,05/26/2020 13:33:49,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Shalini
212,210723,4,3,KL,PMP::V015::dmcm20198av,Monitoring,05/22/2020 12:00:00,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue: AV wired down
Remark: Follow up to reboot TM Modem once premise open.",Shalini
213,210710,4,1,Pahang,PMP::V022::dmcm20345av & dmcm20345bv,Monitoring,05/26/2020 11:57:13,05/26/2020 11:58:13,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Site is running on 3G-3G connection. Primary link not yet installed. 
AV Wireless flapped due to outlet closed. Link up via self restored.
Ticket has been merged into #210714 due to same issue.",Shalini
214,210714,4,1,Pahang,PMP::V022::dmcm20345av & dmcm20345bv,Monitoring,05/26/2020 12:13:12,05/26/2020 12:17:12,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Site is running on 3G-3G connection. Primary link not yet installed. 
AV Wireless flapped due to outlet closed. Link up via self restored.",Shalini
215,211044,4,3,,Multiple Celcom Link Intermittent | PMP 13 sites (AV Router),Monitoring,05/27/2020 12:13:12,05/27/2020 18:22:00,,,0 days 0 hrs 0 mins ,,AV Cellular Down (Celcom),NTS::WAN Wireless - Telco Outage,"Issue : Multiple Celcom PMP 13 sites (AV Router - AV Wireless)
Link up once Telco rectified the issue",Syahmina
216,211025,4,3,Johor,PMP::J031::dmcm20021av,Monitoring,05/27/2020 16:47:48,05/29/2020 13:39:00,,,0 days 0 hrs 0 mins ,,AV Wired Down,NTS::WAN Wired - Session Hang,Link is up once Telco refresh the session.,Syahmina
217,211072,4,1,Johor,PMP::J033::dmcm20022av & dmcm20022bv,Monitoring,05/27/2020 20:48:04,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Syahmina
218,211003,4,3,KL,PMP::V013::dmcm20196av,Monitoring,01/30/2020 21:00:00,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue : AV wired down
Remark: Follow up to reboot TM Modem once premise open.",Syahmina
219,211077,4,1,Pahang,PMP::V022::dmcm20345av & dmcm20345bv,Monitoring,05/27/2020 21:55:13,05/27/2020 21:56:13,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Site is running on 3G-3G connection. Primary link not yet installed. 
AV Wireless flapped due to outlet closed. Link up via self restored.",Syahmina
220,211024,4,3,Selangor,PMP::W013::dmcm20115av,Monitoring,04/24/2020 0:47:30,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue : AV wired down
Remark: Follow up to reboot TM Modem once premise open.",Syahmina
221,211010,4,3,KL,PMP::W071::dmcm20162av,Monitoring,04/06/2020 0:23:30,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue : AV wired down
Remark: Follow up to reboot TM Modem once premise open.",Syahmina
222,211076,4,1,KL,PMP::W074::dmcm20165av & dmcm20165bv,Monitoring,05/27/2020 21:53:48,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Syahmina
223,210913,4,1,Melaka,PMP::M060::dmcm20335av & dmcm20335bv,Monitoring,05/27/2020 4:34:49,05/28/2020 9:16:48,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Syahmina
224,210809,4,3,KL,PMP::W094::dmcm20011bv,Monitoring,05/27/2020 0:45:00,05/27/2020 1:24:00,,,0 days 0 hrs 0 mins ,,BV Cellular Down (Celcom),NTS::WAN Wireless - Flapping,Link is up once telco reset the cellular network,Syahmina
225,210933,4,3,KL,PMP::W094::dmcm20011bv,Monitoring,05/27/2020 7:30:00,05/28/2020 8:40:00,,,0 days 0 hrs 0 mins ,,BV Cellular Down (Celcom),NTS::WAN Wireless - Flapping,Link is up once next tier reset cellular interface,Syahmina
226,211243,4,1,Perak,PMP::A022::dmcm20259av & dmcm20259bv,Monitoring,05/28/2020 18:37:41,05/30/2020 9:10:40,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link is up once power resumed.,Syahmina
227,211232,4,1,Perak,PMP::A057::dmcm20291av & dmcm20291av,Monitoring,05/28/2020 17:47:15,05/28/2020 17:50:16,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link up once power resumed,Syahmina
228,211219,4,1,Johor,PMP::J009::dmcm20217av & dmcm20217bv,Monitoring,05/28/2020 16:17:13,05/28/2020 18:43:12,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link up once power resumed,Syahmina
229,211237,4,1,Johor,PMP::J012::dmcm20219av & dmcm20219bv,Monitoring,05/28/2020 17:58:51,05/28/2020 17:59:51,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"AV wireless up via self restored., AV wired down (ticket No: 201202) and BV router not take over due to short period of downtime (1 min). Lead site total down.
",Syahmina
230,211297,4,1,Perak,PMP::A017::dmcm20256av & dmcm20256bv,Monitoring,05/29/2020 0:57:00,05/29/2020 16:03:00,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link up once power resumed,Shalini
231,211285,4,1,Perak,PMP::A031::dmcm20268av & dmcm20268bv,Monitoring,05/29/2020 0:07:51,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Shalini
232,211293,4,1,Perak,PMP::A032::dmcm20269av & dmcm20269bv,Monitoring,05/29/2020 0:39:43,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Shalini
233,211319,4,1,Perak,PMP::A040::dmcm20276av & dmcm20276bv,Monitoring,05/29/2020 5:11:39,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Shalini
234,211401,4,3,Selangor,PMP::B023::dmcm20055av,Monitoring,05/29/2020 12:19:00,,,,0 days 0 hrs 0 mins ,,AV Wired Down,<Open Ticket>,"Issue : AV wired down
Remark: Follow up to reboot TM Modem once premise open.",Shalini
235,211308,4,1,Kedah,PMP::K002::dmcm20079av & dmcm20079bv,Monitoring,05/29/2020 3:20:46,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Shalini
236,211355,4,1,KL,PMP::W092::dmcm20053av & dmcm20053bv,Monitoring,05/29/2020 10:27:05,05/29/2020 10:30:04,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down due to BV router intermittent.
Update: AV Router is down currently. Site is running on BV router. Have escalated this issue to Celcom to check further. Pending update from Celcom team.",Shalini
237,211361,4,1,KL,PMP::W092::dmcm20053av & dmcm20053bv,Monitoring,05/29/2020 10:54:04,05/29/2020 11:04:05,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Intermittent,"Issue: Site total down due to BV router intermittent.
Update: AV Router is down currently (#208551). Site is running on BV router. Have escalated this issue to Celcom to check further. Pending update from Celcom team. Ticket has been closed and merged into #211355 due to same issue.",Shalini
238,211369,4,1,KL,PMP::W092::dmcm20053av & dmcm20053bv,Monitoring,05/29/2020 11:27:04,5/29/2020 11:30:04,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Intermittent,"Issue: Site total down due to BV router intermittent.
Update: AV Router is down currently (#208551). Site is running on BV router. Have escalated this issue to Celcom to check further. Pending update from Celcom team. Ticket has been closed and merged into #211355 due to same issue.",Shalini
239,211375,4,1,KL,PMP::W092::dmcm20053av & dmcm20053bv,Monitoring,05/29/2020 11:45:04,05/29/2020 11:46:04,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Intermittent,"Issue: Site total down due to BV router intermittent.
Update: AV Router is down currently (#208551). Site is running on BV router. Have escalated this issue to Celcom to check further. Pending update from Celcom team. Ticket has been closed and merged into #211355 due to same issue.",Shalini
240,211378,4,1,KL,PMP::W092::dmcm20053av & dmcm20053bv,Monitoring,05/29/2020 11:51:04,05/29/2020 11:54:04,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Intermittent,"Issue: Site total down due to BV router intermittent.
Update: AV Router is down currently (#208551). Site is running on BV router. Have escalated this issue to Celcom to check further. Pending update from Celcom team. Ticket has been closed and merged into #211355 due to same issue.",Shalini
241,211429,4,1,KL,PMP::W092::dmcm20053av & dmcm20053bv,Monitoring,05/29/2020 15:34:05,05/29/2020 15:35:04,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Intermittent,"Issue: Site total down due to BV router intermittent.
Update: AV Router is down currently (#208551). Site is running on BV router. Have escalated this issue to Celcom to check further. Pending update from Celcom team. Ticket has been closed and merged into #211355 due to same issue.",Shalini
242,211485,4,1,KL,PMP::W092::dmcm20053av & dmcm20053bv,Monitoring,05/29/2020 21:52:05,05/29/2020 21:58:05,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Intermittent,"Issue: Site total down due to BV router intermittent.
Update: AV Router is down currently (#208551). Site is running on BV router. Have escalated this issue to Celcom to check further. Pending update from Celcom team. Ticket has been closed and merged into #211355 due to same issue.",Shalini
243,211449,4,1,Perak,PMP::A005::dmcm20247av & dmcm20247bv,Monitoring,05/29/2020 16:47:05,05/29/2020 16:52:04,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link up once power resumed,Shalini
244,211299,4,1,Perak,PMP::A015::dmcm20255av & dmcm20255bv,Monitoring,05/29/2020 1:21:38,05/29/2020 9:53:38,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link up once power resumed,Shalini
245,211441,4,1,Perak,PMP::A037::dmcm20039av & dmcm20039bv,Monitoring,05/29/2020 16:16:35,05/29/2020 16:19:35,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link up once power resumed,Shalini
246,211311,4,1,Pahang,PMP::W024::dmcm20124av & dmcm20124bv,Monitoring,05/29/2020 3:49:09,05/29/2020 7:55:08,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link up once power resumed,Shalini
247,211341,4,3,KL,PMP::W094:: dmcm20011bv,Monitoring,05/29/2020 8:48:00,5/29/2020 8:56:00,,,0 days 0 hrs 0 mins ,,BV Cellular Down (Celcom),NTS::WAN Wireless - Flapping,Link up via self restored.,Shalini
248,211774,4,1,Perak,PMP::A022::dmcm20259av & dmcm20259bv,Monitoring,05/30/2020 20:10:41,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Shalini
249,211710,4,1,Johor,PMP::J007::dmcm20215av & dmcm20215bv,Monitoring,05/30/2020 15:09:09,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Shalini
250,211562,4,1,N.Sembilan,PMP::N008::dmcm20069av & dmcm20069bv,Monitoring,05/30/2020 9:04:33,05/30/2020 9:15:33,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link up once power resumed. Ticket has been merged into #211549.,Shalini
251,211778,4,1,Perak,PMP::A010::dmcm20251av & dmcm20251bv,Monitoring,05/30/2020 21:08:19,05/30/2020 22:26:19,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link up once power resumed,Shalini
252,211601,4,1,Selangor,PMP::B026::dmcm20207av & dmcm20207bv,Monitoring,05/30/2020 12:03:11,05/30/2020 12:44:11,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link up once power resumed,Shalini
253,211549,4,1,N.Sembilan,PMP::N008::dmcm20069av & dmcm20069bv,Monitoring,05/30/2020 7:34:33,05/30/2020 8:47:33,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),Customer::Power Outage,Link up once power resumed,Shalini
254,211582,4,3,Perak,PMP::A022::dmcm20259av,Monitoring,05/30/2020 10:36:00,05/30/2020 13:53:00,,,0 days 0 hrs 0 mins ,,AV Cellular Down (Maxis),NTS::WAN Wireless - Flapping,AV Wireless link restored after Telco reset sim.,Shalini
255,211503,4,1,Selangor,PMP::B023::dmcm20055av & dmcm20055bv,Monitoring,05/30/2020 0:12:57,05/30/2020 0:14:07,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Site is running on 3G-3G connection. AV wired down (Ticket #211401). 
AV Wireless link flapped due to store closed. Link is up via self restored.",Shalini
256,211521,4,1,Pahang,PMP::V022::dmcm20345av & dmcm20345bv,Monitoring,05/30/2020 3:07:13,05/30/2020 3:09:12,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Site is running on 3G-3G connection. AV wired not yet installed. 
AV Wireless link flapped due to store closed. Link is up via self restored.",Shalini
257,211598,4,1,Pahang,PMP::V022::dmcm20345av & dmcm20345bv,Monitoring,05/30/2020 11:54:13,05/30/2020 11:55:13,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Site is running on 3G-3G connection. AV wired not yet installed. 
AV Wireless link flapped due to store closed. Link is up via self restored.",Shalini
258,211963,4,1,Johor,PMP::J041::dmcm20241av & dmcm20241bv,Monitoring,05/31/2020 17:17:39,,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),<Open Ticket>,"Issue: Site total down & pending user to verify power status
Update: Site temporary closed between 18th march - 9th June 2020.",Shalini
259,211888,4,1,Selangor,PMP::B023::dmcm20055av & dmcm20055bv,Monitoring,05/31/2020 13:34:57,05/31/2020 13:35:57,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Site is running on 3G-3G connection. AV wired down (Ticket #211401). 
AV Wireless link flapped due to store closed. Link is up via self restored.",Shalini
260,211958,4,1,Selangor,PMP::B023::dmcm20055av & dmcm20055bv,Monitoring,05/31/2020 17:02:57,05/31/2020 17:04:57,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Site is running on 3G-3G connection. AV wired down (Ticket #211401). 
AV Wireless link flapped due to store closed. Link is up via self restored.",Shalini
261,211987,4,1,Selangor,PMP::B023::dmcm20055av & dmcm20055bv,Monitoring,05/31/2020 18:44:57,05/31/2020 18:45:57,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Site is running on 3G-3G connection. AV wired down (Ticket #211401). 
AV Wireless link flapped due to store closed. Link is up via self restored.",Shalini
262,212022,4,1,Selangor,PMP::B023::dmcm20055av & dmcm20055bv,Monitoring,05/31/2020 21:47:57,05/31/2020 21:48:57,,,0 days 0 hrs 0 mins ,,Site Total Down (Off-Operation Hours),NTS::WAN Wireless - Flapping,"Site is running on 3G-3G connection. AV wired down (Ticket #211401). 
AV Wireless link flapped due to store closed. Link is up via self restored.",Shalini
